"","town11cd","town11nm","population_2011","size_flag","rgn11nm","coastal","coastal_detailed","ttwa11cd","ttwa11nm","ttwa_classification","job_density_flag","income_flag","university_flag","level4qual_residents35_64_2011","ks4_2012_2013_counts","key_stage_2_attainment_school_year_2007_to_2008","key_stage_4_attainment_school_year_2012_to_2013","level_2_at_age_18","level_3_at_age_18","activity_at_age_19_full_time_higher_education","activity_at_age_19_sustained_further_education","activity_at_age_19_appprenticeships","activity_at_age_19_employment_with_earnings_above_0","activity_at_age_19_employment_with_earnings_above_10_000","activity_at_age_19_out_of_work","highest_level_qualification_achieved_by_age_22_less_than_level_1","highest_level_qualification_achieved_by_age_22_level_1_to_level_2","highest_level_qualification_achieved_by_age_22_level_3_to_level_5","highest_level_qualification_achieved_by_age_22_level_6_or_above","highest_level_qualification_achieved_b_age_22_average_score","education_score"
"68","E34000656","Street BUA",12911,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000274","Street and Wells","Majority rural","Working","Mid deprivation towns","No university","Low",146,73.2876712328767,63.6986301369863,82.8767123287671,58.9041095890411,34.2465753424658,16.4383561643836,8.21917808219178,49.3150684931507,24.6575342465753,8.9041095890411,NA,23.8,44.2,30.6,3.58219178082192,1.190595416
"69","E34000682","Bishop's Waltham BUA",6275,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",71,65.3333333333333,56.3380281690141,78.8732394366197,46.4788732394366,35.2112676056338,22.5352112676056,14.0845070422535,45.0704225352113,19.7183098591549,NA,NA,25,44.4,NA,3.38028169014085,-2.147693195
"70","E34000692","Frome BUA",26203,"Medium Towns","South West","Non-coastal","Large non-coastal town","E30000280","Trowbridge","Majority town and city (small)","Residential","Higher deprivation towns","No university","Medium",329,72.4550898203593,55.0151975683891,68.9969604863222,41.9452887537994,25.8358662613982,17.9331306990881,9.4224924012158,50.7598784194529,22.4924012158055,8.51063829787234,3,38.2,37.6,21.2,3.0273556231003,-2.829698506
"71","E34000697","Bagshot BUA",5430,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",46,77.5510204081633,65.2173913043478,89.1304347826087,54.3478260869565,43.4782608695652,NA,NA,54.3478260869565,30.4347826086957,NA,NA,28.3,39.1,NA,3.69565217391304,1.749858286
"72","E34000710","Ross-on-Wye BUA",10582,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","K01000005","Cinderford and Ross-on-Wye","Majority rural","Working","Higher deprivation towns","No university","Medium",108,65.2631578947368,50,79.6296296296296,44.4444444444444,32.4074074074074,18.5185185185185,12.037037037037,46.2962962962963,17.5925925925926,11.1111111111111,NA,33,38.5,27.5,3.37962962962963,-2.967170753
"73","E34000712","Storrington BUA",8618,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000196","Crawley","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",77,83.75,74.025974025974,92.2077922077922,59.7402597402597,45.4545454545455,19.4805194805195,NA,49.3506493506493,20.7792207792208,NA,NA,17.1,40.8,39.5,3.97402597402597,4.608072865
"74","E34000732","Alnwick BUA",8116,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000173","Blyth and Ashington","Majority town and city (small)","Working","Higher deprivation towns","No university","Medium",95,61.3636363636364,61.0526315789474,89.4736842105263,45.2631578947368,42.1052631578947,27.3684210526316,11.5789473684211,45.2631578947368,16.8421052631579,NA,NA,23.7,44.3,30.9,3.66315789473684,-1.469337199
"75","E34000741","Billinge BUA",5896,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000284","Warrington and Wigan","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",52,84,69.2307692307692,96.1538461538462,59.6153846153846,38.4615384615385,38.4615384615385,34.6153846153846,57.6923076923077,36.5384615384615,NA,NA,NA,60.4,NA,3.75,3.528191799
"76","E34000755","Hailsham BUA",19977,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000204","Eastbourne","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",228,65.0442477876106,54.8245614035088,75.8771929824561,39.0350877192982,21.9298245614035,17.1052631578947,10.0877192982456,53.9473684210526,28.0701754385965,6.57894736842105,7,30.7,44.7,17.5,2.98245614035088,-4.105393361
"77","E34000762","Richmond BUA",8413,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Mixed","Lower deprivation towns","No university","Medium",82,89.041095890411,69.5121951219512,84.1463414634146,58.5365853658537,42.6829268292683,18.2926829268293,14.6341463414634,57.3170731707317,21.9512195121951,NA,NA,23.8,34.5,41.7,3.9390243902439,4.578194903
"78","E34000766","Cheddar BUA",5199,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000285","Weston-super-Mare","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",64,80.6451612903226,67.1875,95.3125,64.0625,46.875,NA,NA,43.75,20.3125,NA,NA,25.4,33.3,39.7,3.921875,3.808250711
"79","E34000768","Oakley (Basingstoke and Deane) BUA",5086,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000164","Basingstoke","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",56,94.9152542372881,82.1428571428571,96.4285714285714,66.0714285714286,44.6428571428571,NA,NA,58.9285714285714,26.7857142857143,NA,NA,NA,55.2,NA,3.875,7.015299545
"80","E34000776","Mablethorpe BUA",12531,"Small Towns","East Midlands","Coastal","Smaller seaside town","E30000264","Skegness and Louth","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",100,60.1851851851852,64,75,44,20,23,13,43,14,14,NA,33,52,NA,3.12,-2.941145442
"81","E34000786","Lutterworth BUA",9907,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",130,67.4418604651163,62.3076923076923,82.3076923076923,52.3076923076923,38.4615384615385,16.9230769230769,10.7692307692308,55.3846153846154,29.2307692307692,NA,NA,23.3,43.4,31,3.63846153846154,-0.068426354
"82","E34000792","Sawston BUA",7275,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",77,78.6666666666667,67.5324675324675,84.4155844155844,51.9480519480519,32.4675324675325,18.1818181818182,NA,48.051948051948,27.2727272727273,NA,NA,23.7,46.1,NA,3.44155844155844,1.187961052
"83","E34000796","Sidmouth BUA",12569,"Small Towns","South West","Coastal","Smaller seaside town","E30000263","Sidmouth","Majority rural","Mixed","Lower deprivation towns","No university","Medium",107,78.5714285714286,64.4859813084112,84.1121495327103,52.3364485981308,37.3831775700935,14.018691588785,11.214953271028,57.0093457943925,20.5607476635514,NA,NA,24.8,41.3,32.1,3.5607476635514,1.241814934
"84","E34000815","Epping BUA",10289,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Working","Lower deprivation towns","No university","Medium",81,82.9545454545455,64.1975308641975,90.1234567901235,62.962962962963,37.037037037037,18.5185185185185,12.3456790123457,49.3827160493827,25.9259259259259,NA,NA,21,48.1,30.9,3.71604938271605,3.11249282
"85","E34000830","Torpoint BUA",7717,"Small Towns","South West","Coastal","Smaller other coastal town","E30000253","Plymouth","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",81,80.2197802197802,58.0246913580247,72.8395061728395,44.4444444444444,37.037037037037,22.2222222222222,12.3456790123457,51.8518518518518,16.0493827160494,NA,NA,30.4,48.1,NA,3.2716049382716,-0.715392574
"86","E34000839","Hilton (South Derbyshire) BUA",7714,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000200","Derby","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",98,77.6595744680851,56.1224489795918,87.7551020408163,55.1020408163265,35.7142857142857,23.469387755102,15.3061224489796,61.2244897959184,26.530612244898,NA,NA,17.5,49.5,30.9,3.74489795918367,1.067191916
"87","E34000843","Burghfield Common BUA",5932,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000256","Reading","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",90,76.4044943820225,71.1111111111111,83.3333333333333,55.5555555555556,33.3333333333333,14.4444444444444,NA,58.8888888888889,34.4444444444444,NA,NA,23.6,46.1,28.1,3.51111111111111,1.792829385
"88","E34000850","Buckingham BUA",12890,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000243","Milton Keynes","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",165,77.9005524861878,73.9393939393939,92.1212121212121,66.0606060606061,57.5757575757576,11.5151515151515,6.06060606060606,42.4242424242424,18.1818181818182,NA,NA,23.9,23.3,52.1,4.33939393939394,5.494822908
"89","E34000852","Netley BUA",6338,"Small Towns","South East","Coastal","Smaller other coastal town","E30000267","Southampton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",77,61.5384615384615,57.1428571428571,72.7272727272727,40.2597402597403,25.974025974026,22.0779220779221,14.2857142857143,59.7402597402597,28.5714285714286,NA,NA,22.8,50.6,NA,3.42857142857143,-2.936731906
"90","E34000857","Brackley BUA",13018,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000161","Banbury","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",192,77.720207253886,65.1041666666667,89.5833333333333,60.4166666666667,36.4583333333333,15.625,10.9375,56.25,31.25,NA,NA,21.8,46.1,31.1,3.640625,2.148885342
"91","E34000867","Ivybridge BUA",11851,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000253","Plymouth","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",175,75,73.7142857142857,82.8571428571429,56,40,22.2857142857143,14.8571428571429,42.2857142857143,16.5714285714286,NA,NA,20.7,39.1,37.4,3.84,2.840554708
"92","E34000879","Marske-by-the-Sea BUA",8282,"Small Towns","North East","Coastal","Smaller other coastal town","E30000093","Middlesbrough and Stockton","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Medium",86,83.75,59.3023255813954,77.906976744186,46.5116279069767,40.6976744186046,27.906976744186,23.2558139534884,43.0232558139535,16.2790697674419,NA,NA,19.5,42.5,34.5,3.67441860465116,1.13237635
"93","E34000884","Denmead BUA",6107,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000254","Portsmouth","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",89,80.8988764044944,62.9213483146067,87.6404494382023,53.9325842696629,39.3258426966292,14.6067415730337,NA,52.8089887640449,23.5955056179775,NA,NA,20.7,44.8,34.5,3.84269662921348,2.288312691
"94","E34000885","Paddock Wood BUA",7840,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000281","Tunbridge Wells","Majority town and city (small)","Working","Lower deprivation towns","No university","Low",82,71.875,63.4146341463415,86.5853658536585,52.4390243902439,30.4878048780488,15.8536585365854,NA,60.9756097560976,40.2439024390244,NA,NA,36.6,37.8,NA,3.31707317073171,-0.320502188
"95","E34000891","Garforth BUA",14838,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000229","Leeds","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",153,82.2857142857143,77.7777777777778,99.3464052287582,62.0915032679739,39.2156862745098,19.6078431372549,11.7647058823529,53.5947712418301,24.8366013071895,NA,NA,25.2,39.4,35.5,3.83660130718954,4.63527406
"96","E34000922","Northallerton BUA",16832,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000246","Northallerton","Majority rural","Working","Mid deprivation towns","No university","Medium",171,70.6214689265537,54.3859649122807,80.1169590643275,48.5380116959064,29.2397660818713,27.4853801169591,16.9590643274854,52.6315789473684,27.4853801169591,12.8654970760234,NA,31.4,40.8,26.6,3.41520467836257,-1.4375767
"97","E34000926","Tenterden BUA",7118,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000160","Ashford","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",71,80,59.1549295774648,84.5070422535211,43.6619718309859,35.2112676056338,14.0845070422535,NA,47.887323943662,30.9859154929577,NA,NA,39.4,31,NA,3.3943661971831,-0.357764516
"98","E34000935","Market Warsop BUA",9018,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000240","Mansfield","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",105,65.7407407407407,59.047619047619,73.3333333333333,40.952380952381,28.5714285714286,20,14.2857142857143,45.7142857142857,24.7619047619048,13.3333333333333,NA,37.1,39,23.8,3.32380952380952,-2.483771314
"99","E34000969","Tadcaster BUA",6480,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000294","York","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",63,72.0588235294118,63.4920634920635,92.0634920634921,57.1428571428571,39.6825396825397,15.8730158730159,NA,57.1428571428571,28.5714285714286,NA,NA,23.1,38.5,38.5,3.84126984126984,1.589070877
"100","E34000970","Long Ashton BUA",5254,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000180","Bristol","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",42,59.5238095238095,61.9047619047619,85.7142857142857,69.047619047619,35.7142857142857,26.1904761904762,NA,45.2380952380952,NA,NA,NA,NA,48.8,NA,3.88095238095238,1.134955613
"101","E34000980","Hayle BUA",8210,"Small Towns","South West","Coastal","Smaller seaside town","E30000257","Redruth and Truro","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",105,76.3636363636364,56.1904761904762,77.1428571428572,44.7619047619048,28.5714285714286,28.5714285714286,13.3333333333333,48.5714285714286,11.4285714285714,NA,NA,22.9,51.4,23.8,3.44761904761905,-0.8318962
"102","E34000991","Conisbrough BUA",15934,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000201","Doncaster","Majority conurbation","Residential","Higher deprivation towns","No university","Low",200,63.4146341463415,44.5,81.5,34,20,21,13.5,43,23.5,19,NA,44.3,37.8,14.9,2.885,-6.040882817
"103","E34000994","Nantwich BUA",17226,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000197","Crewe","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",202,83.0769230769231,65.3465346534654,86.6336633663366,58.4158415841584,42.0792079207921,13.3663366336634,8.91089108910891,51.980198019802,19.8019801980198,NA,NA,21.9,40.8,34.8,3.76732673267327,2.976086637
"104","E34001024","Market Drayton BUA",11773,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000262","Shrewsbury","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",137,63.6363636363636,48.9051094890511,65.6934306569343,34.3065693430657,21.8978102189781,24.0875912408759,13.1386861313869,46.7153284671533,24.0875912408759,16.0583941605839,NA,40.9,37.2,18.2,2.91970802919708,-5.454821634
"105","E34001039","Portishead BUA",23699,"Medium Towns","South West","Coastal","Large other coastal town","E30000180","Bristol","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",258,86.4754098360656,68.2170542635659,89.5348837209302,60.4651162790698,40.6976744186046,20.5426356589147,12.4031007751938,56.5891472868217,25.5813953488372,NA,NA,17.4,46.3,34.7,3.8062015503876,3.951416094
